Sample Nº,Date,Time,Milliseconds,Tensão [V],? Tensão [V],Corrente [?A],? Corrente [?A],Pressão [mBar],? Pressão [mBar]
897,16-11-2021,18:19:56,866,"9,436",10E-6,"14,74",10E-6,0,10E-6
898,16-11-2021,18:20:06,866,"4,68",10E-6,"-10,14",10E-6,0,10E-6
899,16-11-2021,18:20:16,866,"-2,32",10E-6,"-19,96",10E-6,0,10E-6
900,16-11-2021,18:20:26,866,"-6,283",10E-6,"-18,65",10E-6,0,10E-6
901,16-11-2021,18:20:36,866,"-9,717",10E-6,"-21,6",10E-6,0,10E-6
902,16-11-2021,18:20:46,866,"-9,717",10E-6,"-21,6",10E-6,0,10E-6
903,16-11-2021,18:20:56,866,"-15,4",10E-6,"-23,56",10E-6,0,10E-6
904,16-11-2021,18:21:06,866,"-18,17",10E-6,"-25,53",10E-6,0,10E-6
905,16-11-2021,18:21:16,866,"-17,64",10E-6,"-21,6",10E-6,0,10E-6
906,16-11-2021,18:21:26,866,"-19,23",10E-6,"-24,54",10E-6,0,10E-6
907,16-11-2021,18:21:36,866,"-22,93",10E-6,"-26,51",10E-6,0,10E-6
908,16-11-2021,18:21:46,866,"-24,38",10E-6,"-23,23",10E-6,0,10E-6
909,16-11-2021,18:21:56,866,"-25,3",10E-6,"-24,54",10E-6,0,10E-6
910,16-11-2021,18:22:06,866,"-23,06",10E-6,"-23,56",10E-6,0,10E-6
911,16-11-2021,18:22:16,866,"-26,76",10E-6,"-24,22",10E-6,0,10E-6
912,16-11-2021,18:22:26,866,"-27,81",10E-6,"-25,85",10E-6,0,10E-6
913,16-11-2021,18:22:36,866,"-25,7",10E-6,"-21,27",10E-6,0,10E-6
914,16-11-2021,18:22:46,866,"-25,57",10E-6,"-23,56",10E-6,0,10E-6
915,16-11-2021,18:22:56,866,"-21,74",10E-6,"-23,89",10E-6,0,10E-6
916,16-11-2021,18:23:06,866,"-16,19",10E-6,"-19,31",10E-6,0,10E-6
917,16-11-2021,18:23:16,866,"-10,91",10E-6,"-19,96",10E-6,0,10E-6
918,16-11-2021,18:23:26,866,"-3,245",10E-6,"-18,32",10E-6,0,10E-6
919,16-11-2021,18:23:36,866,"-1,66",10E-6,"-17,34",10E-6,0,10E-6
920,16-11-2021,18:23:46,866,"1,642",10E-6,"-3,595",10E-6,0,10E-6
921,16-11-2021,18:23:56,866,"8,115",10E-6,"14,74",10E-6,0,10E-6
922,16-11-2021,18:24:06,866,"10,89",10E-6,"25,21",10E-6,0,10E-6
923,16-11-2021,18:24:16,866,"10,89",10E-6,"34,37",10E-6,0,10E-6
924,16-11-2021,18:24:26,866,"14,32",10E-6,"44,19",10E-6,0,10E-6
925,16-11-2021,18:24:36,866,"17,23",10E-6,"54,34",10E-6,0,10E-6
926,16-11-2021,18:24:46,866,"20,27",10E-6,"63,51",10E-6,0,10E-6
927,16-11-2021,18:24:56,866,20,10E-6,"70,71",10E-6,0,10E-6
928,16-11-2021,18:25:06,866,"20,4",10E-6,"78,24",10E-6,0,10E-6
929,16-11-2021,18:25:16,866,"26,61",10E-6,"87,4",10E-6,0,10E-6
930,16-11-2021,18:25:26,866,"26,47",10E-6,"93,29",10E-6,0,10E-6
931,16-11-2021,18:25:36,866,"24,49",10E-6,"98,53",10E-6,0,10E-6
932,16-11-2021,18:25:46,866,"26,21",10E-6,"94,6",10E-6,0,10E-6
933,16-11-2021,18:25:56,866,"24,36",10E-6,"79,87",10E-6,0,10E-6
934,16-11-2021,18:26:06,866,"20,53",10E-6,"65,8",10E-6,0,10E-6
935,16-11-2021,18:26:16,866,"17,89",10E-6,"55,98",10E-6,0,10E-6
936,16-11-2021,18:26:26,866,"14,45",10E-6,"44,85",10E-6,0,10E-6
937,16-11-2021,18:26:36,866,"16,83",10E-6,"37,98",10E-6,0,10E-6
938,16-11-2021,18:26:46,866,"12,47",10E-6,"29,14",10E-6,0,10E-6
939,16-11-2021,18:26:56,866,"6,794",10E-6,"10,81",10E-6,0,10E-6
940,16-11-2021,18:27:06,866,"3,227",10E-6,"-9,487",10E-6,0,10E-6
941,16-11-2021,18:27:16,866,"-603,2E-3",10E-6,"-19,31",10E-6,0,10E-6
942,16-11-2021,18:27:26,866,"-5,358",10E-6,"-20,94",10E-6,0,10E-6
943,16-11-2021,18:27:36,866,"-9,717",10E-6,"-20,94",10E-6,0,10E-6
944,16-11-2021,18:27:46,866,"-13,42",10E-6,"-24,22",10E-6,0,10E-6
945,16-11-2021,18:27:56,866,"-11,96",10E-6,"-21,93",10E-6,0,10E-6
946,16-11-2021,18:28:06,866,"-17,11",10E-6,"-23,56",10E-6,0,10E-6
947,16-11-2021,18:28:16,866,"-20,02",10E-6,"-25,85",10E-6,0,10E-6
948,16-11-2021,18:28:26,866,"-20,55",10E-6,"-22,25",10E-6,0,10E-6
949,16-11-2021,18:28:36,866,"-21,08",10E-6,"-23,89",10E-6,0,10E-6
950,16-11-2021,18:28:46,866,"-23,59",10E-6,"-24,22",10E-6,0,10E-6
951,16-11-2021,18:28:56,866,"-25,44",10E-6,"-22,58",10E-6,0,10E-6
952,16-11-2021,18:29:06,866,"-26,76",10E-6,"-25,2",10E-6,0,10E-6
953,16-11-2021,18:29:16,866,"-23,19",10E-6,"-22,58",10E-6,0,10E-6
954,16-11-2021,18:29:26,866,"-26,89",10E-6,"-23,23",10E-6,0,10E-6
955,16-11-2021,18:29:36,866,"-28,08",10E-6,"-25,85",10E-6,0,10E-6
956,16-11-2021,18:29:46,866,"-26,76",10E-6,"-21,93",10E-6,0,10E-6
957,16-11-2021,18:29:56,866,"-19,62",10E-6,"-22,58",10E-6,0,10E-6
958,16-11-2021,18:30:06,866,"-15,53",10E-6,"-21,6",10E-6,0,10E-6
959,16-11-2021,18:30:16,866,"-11,04",10E-6,"-19,63",10E-6,0,10E-6
960,16-11-2021,18:30:26,866,"-6,547",10E-6,"-20,94",10E-6,0,10E-6
961,16-11-2021,18:30:36,866,"1,774",10E-6,"-16,69",10E-6,0,10E-6
962,16-11-2021,18:30:46,866,"2,567",10E-6,"-2,94",10E-6,0,10E-6
963,16-11-2021,18:30:56,866,"4,812",10E-6,"11,46",10E-6,0,10E-6
964,16-11-2021,18:31:06,866,"10,62",10E-6,"24,88",10E-6,0,10E-6
965,16-11-2021,18:31:16,866,"14,19",10E-6,"35,03",10E-6,0,10E-6
966,16-11-2021,18:31:26,866,"13,79",10E-6,"45,18",10E-6,0,10E-6
967,16-11-2021,18:31:36,866,"16,44",10E-6,"53,69",10E-6,0,10E-6
968,16-11-2021,18:31:46,866,"18,55",10E-6,"62,52",10E-6,0,10E-6
969,16-11-2021,18:31:56,866,"22,91",10E-6,"72,34",10E-6,0,10E-6
970,16-11-2021,18:32:06,866,"21,98",10E-6,"79,87",10E-6,0,10E-6
971,16-11-2021,18:32:16,866,"21,72",10E-6,"86,42",10E-6,0,10E-6
972,16-11-2021,18:32:26,866,"27,53",10E-6,"93,62",10E-6,0,10E-6
973,16-11-2021,18:32:36,866,"27,93",10E-6,"99,51",10E-6,0,10E-6
974,16-11-2021,18:32:46,866,"24,36",10E-6,"95,58",10E-6,0,10E-6
975,16-11-2021,18:32:56,866,"23,17",10E-6,"79,22",10E-6,0,10E-6
976,16-11-2021,18:33:06,866,"21,32",10E-6,"66,78",10E-6,0,10E-6
977,16-11-2021,18:33:16,866,"18,95",10E-6,"55,65",10E-6,0,10E-6
978,16-11-2021,18:33:26,866,"15,64",10E-6,"45,5",10E-6,0,10E-6
979,16-11-2021,18:33:36,866,"12,47",10E-6,"35,03",10E-6,0,10E-6
980,16-11-2021,18:33:46,866,"14,32",10E-6,"28,48",10E-6,0,10E-6
981,16-11-2021,18:33:56,866,"8,379",10E-6,"11,13",10E-6,0,10E-6
982,16-11-2021,18:34:06,866,"2,303",10E-6,"-12,11",10E-6,0,10E-6
983,16-11-2021,18:34:16,866,"-1,528",10E-6,"-17,34",10E-6,0,10E-6
984,16-11-2021,18:34:26,866,"-5,094",10E-6,"-21,93",10E-6,0,10E-6
985,16-11-2021,18:34:36,866,"-8,793",10E-6,"-22,25",10E-6,0,10E-6
986,16-11-2021,18:34:46,866,"-12,49",10E-6,"-20,94",10E-6,0,10E-6
987,16-11-2021,18:34:56,866,"-16,06",10E-6,"-24,87",10E-6,0,10E-6
988,16-11-2021,18:35:06,866,"-14,47",10E-6,"-22,91",10E-6,0,10E-6
989,16-11-2021,18:35:16,866,"-19,23",10E-6,"-23,23",10E-6,0,10E-6
990,16-11-2021,18:35:26,866,"-21,47",10E-6,"-23,89",10E-6,0,10E-6
991,16-11-2021,18:35:36,866,-22,10E-6,"-21,27",10E-6,0,10E-6
992,16-11-2021,18:35:46,866,"-22,66",10E-6,"-24,54",10E-6,0,10E-6
993,16-11-2021,18:35:56,866,"-24,64",10E-6,"-23,89",10E-6,0,10E-6
994,16-11-2021,18:36:06,866,"-25,83",10E-6,"-21,27",10E-6,0,10E-6
995,16-11-2021,18:36:16,866,"-27,42",10E-6,"-25,2",10E-6,0,10E-6
996,16-11-2021,18:36:26,866,"-24,11",10E-6,"-23,89",10E-6,0,10E-6
997,16-11-2021,18:36:36,866,"-27,28",10E-6,"-23,89",10E-6,0,10E-6
998,16-11-2021,18:36:46,866,"-27,81",10E-6,"-24,87",10E-6,0,10E-6
999,16-11-2021,18:36:56,866,"-20,42",10E-6,"-20,94",10E-6,0,10E-6
1000,16-11-2021,18:37:06,866,"-14,21",10E-6,"-23,23",10E-6,0,10E-6
1001,16-11-2021,18:37:16,866,"-10,38",10E-6,"-21,93",10E-6,0,10E-6
1002,16-11-2021,18:37:26,866,"-5,887",10E-6,"-17,67",10E-6,0,10E-6
1003,16-11-2021,18:37:36,866,"-2,056",10E-6,"-18,98",10E-6,0,10E-6
1004,16-11-2021,18:37:46,866,"5,077",10E-6,"-3,595",10E-6,0,10E-6
1005,16-11-2021,18:37:56,866,"6,001",10E-6,"12,44",10E-6,0,10E-6
1006,16-11-2021,18:38:06,866,"8,247",10E-6,"24,55",10E-6,0,10E-6
1007,16-11-2021,18:38:16,866,"13,93",10E-6,"35,36",10E-6,0,10E-6
1008,16-11-2021,18:38:26,866,"16,17",10E-6,"44,19",10E-6,0,10E-6
1009,16-11-2021,18:38:36,866,"15,78",10E-6,55,10E-6,0,10E-6
1010,16-11-2021,18:38:46,866,"19,21",10E-6,"64,49",10E-6,0,10E-6
1011,16-11-2021,18:38:56,866,"20,93",10E-6,"71,69",10E-6,0,10E-6
1012,16-11-2021,18:39:06,866,"23,04",10E-6,"79,55",10E-6,0,10E-6
1013,16-11-2021,18:39:16,866,"23,44",10E-6,"87,07",10E-6,0,10E-6
1014,16-11-2021,18:39:26,866,"23,57",10E-6,"93,95",10E-6,0,10E-6
1015,16-11-2021,18:39:36,866,"29,12",10E-6,"99,51",10E-6,0,10E-6
1016,16-11-2021,18:39:46,866,"26,21",10E-6,"94,6",10E-6,0,10E-6
1017,16-11-2021,18:39:56,866,"21,59",10E-6,"79,87",10E-6,0,10E-6
1018,16-11-2021,18:40:06,866,"21,32",10E-6,"65,47",10E-6,0,10E-6
1019,16-11-2021,18:40:16,866,"19,87",10E-6,"54,67",10E-6,0,10E-6
1020,16-11-2021,18:40:26,866,"15,64",10E-6,"43,54",10E-6,0,10E-6
1021,16-11-2021,18:40:36,866,"13,66",10E-6,"35,36",10E-6,0,10E-6
1022,16-11-2021,18:40:46,866,"11,42",10E-6,"27,83",10E-6,0,10E-6
1023,16-11-2021,18:40:56,866,"10,62",10E-6,"10,81",10E-6,0,10E-6
1024,16-11-2021,18:41:06,866,"2,435",10E-6,"-13,09",10E-6,0,10E-6
1025,16-11-2021,18:41:16,866,"-2,452",10E-6,"-20,29",10E-6,0,10E-6
1026,16-11-2021,18:41:26,866,"-4,434",10E-6,"-17,67",10E-6,0,10E-6
1027,16-11-2021,18:41:36,866,"-7,604",10E-6,"-23,23",10E-6,0,10E-6
1028,16-11-2021,18:41:46,866,"-12,62",10E-6,"-23,89",10E-6,0,10E-6
1029,16-11-2021,18:41:56,866,"-15,13",10E-6,"-19,96",10E-6,0,10E-6
1030,16-11-2021,18:42:06,866,"-17,77",10E-6,"-22,58",10E-6,0,10E-6
1031,16-11-2021,18:42:16,866,"-16,85",10E-6,"-22,58",10E-6,0,10E-6
1032,16-11-2021,18:42:26,866,"-21,61",10E-6,"-23,56",10E-6,0,10E-6
1033,16-11-2021,18:42:36,866,"-23,19",10E-6,"-23,89",10E-6,0,10E-6
1034,16-11-2021,18:42:46,866,-22,10E-6,"-20,29",10E-6,0,10E-6
1035,16-11-2021,18:42:56,866,"-23,59",10E-6,"-24,22",10E-6,0,10E-6
1036,16-11-2021,18:43:06,866,"-26,1",10E-6,"-25,2",10E-6,0,10E-6
1037,16-11-2021,18:43:16,866,"-26,49",10E-6,"-20,94",10E-6,0,10E-6
1038,16-11-2021,18:43:26,866,"-27,15",10E-6,"-24,22",10E-6,0,10E-6
1039,16-11-2021,18:43:36,866,"-25,7",10E-6,"-25,53",10E-6,0,10E-6
1040,16-11-2021,18:43:46,866,"-27,95",10E-6,"-25,2",10E-6,0,10E-6
1041,16-11-2021,18:43:56,866,-22,10E-6,"-24,54",10E-6,0,10E-6
1042,16-11-2021,18:44:06,866,"-13,55",10E-6,"-19,96",10E-6,0,10E-6
1043,16-11-2021,18:44:16,866,"-9,717",10E-6,"-22,58",10E-6,0,10E-6
1044,16-11-2021,18:44:26,866,"-6,283",10E-6,"-21,93",10E-6,0,10E-6
1045,16-11-2021,18:44:36,866,"-867,4E-3",10E-6,"-15,05",10E-6,0,10E-6
1046,16-11-2021,18:44:46,866,"3,359",10E-6,"-3,268",10E-6,0,10E-6
1047,16-11-2021,18:44:56,866,"6,397",10E-6,"11,46",10E-6,0,10E-6
1048,16-11-2021,18:45:06,866,"8,643",10E-6,"23,9",10E-6,0,10E-6
1049,16-11-2021,18:45:16,866,"11,02",10E-6,"35,68",10E-6,0,10E-6
1050,16-11-2021,18:45:26,866,"17,76",10E-6,"46,81",10E-6,0,10E-6
1051,16-11-2021,18:45:36,866,"16,7",10E-6,"54,67",10E-6,0,10E-6
1052,16-11-2021,18:45:46,866,"16,96",10E-6,"63,51",10E-6,0,10E-6
1053,16-11-2021,18:45:56,866,"22,64",10E-6,"73,33",10E-6,0,10E-6
1054,16-11-2021,18:46:06,866,"24,89",10E-6,"80,53",10E-6,0,10E-6
1055,16-11-2021,18:46:16,866,"22,51",10E-6,"86,42",10E-6,0,10E-6
1056,16-11-2021,18:46:26,866,"24,63",10E-6,"92,64",10E-6,0,10E-6
1057,16-11-2021,18:46:36,866,"25,81",10E-6,"99,18",10E-6,0,10E-6
1058,16-11-2021,18:46:46,866,"28,46",10E-6,"94,93",10E-6,0,10E-6
1059,16-11-2021,18:46:56,866,"22,51",10E-6,"77,58",10E-6,0,10E-6
1060,16-11-2021,18:47:06,866,"18,95",10E-6,"65,14",10E-6,0,10E-6
1061,16-11-2021,18:47:16,866,"20,53",10E-6,55,10E-6,0,10E-6
1062,16-11-2021,18:47:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1063,16-11-2021,18:47:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1064,16-11-2021,18:47:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1065,16-11-2021,18:47:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1066,16-11-2021,18:48:06,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1067,16-11-2021,18:48:16,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1068,16-11-2021,18:48:26,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1069,16-11-2021,18:48:36,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1070,16-11-2021,18:48:46,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
1071,16-11-2021,18:48:56,866,"-74,82E-3",10E-6,"5,64E-3",10E-6,1,10E-6
